,Candidate ID,Date of Application,Date of Interview,Date of Job Offer,Date of Offer extension,Date of Joining,Offered band,Offered Salary,Percentage hike offered (CTC),Joining bonus amount,LOB,Joining location,Candidate relocation status,Acceptance status,Notice period,Current CTC,Current gross salary,Current organization,Highest Educational Degree,Total experience,Relevant experience,Year of graduation,Expected CTC,Percentage hike (CTC) expected ,Gender,Candidate source,DOB,Location,Number of precious jobs,Written Test Date,Interview rounds,Date of first Interview,Date of last Interview,Interview types,Interview Types2,First interview duration,Last interaction duration
72,C73,2019-09-07,2020-02-02,2020-02-12,2020-02-19,2020-03-05,B4,2578332.4749999996,0.1631530035804747,110833.76250000001,Finance,Pune,Yes,Offer Rejected,15,2216675.25,1970378,Bajaj Finance,Master,15,13.5,2005,2800000,0.26315300358047483,M,Direct,1981-10-16,Delhi,4,2020-01-19,4,2020-01-24,2020-02-02,General,Written,45,40
73,C74,2019-11-24,2020-04-02,2020-04-12,2020-04-19,2020-05-04,B1,1213604.275,0.4047040811336439,43197.8625,IT,NCR,Yes,Joined,0,863957.25,767962,Cognizant,Bachelors,6,5.4,2014,1300000,0.5047040811336441,M,Agency,1992-09-22,Noida,1,2020-03-22,3,2020-03-27,2020-04-02,Technical,Written,25,15
74,C75,2019-12-19,2020-07-08,2020-07-18,2020-07-25,2020-09-23,B5,3539953.3249999997,0.36127613437087774,130023.33750000001,IT,Pune,No,Joined,60,2600466.75,2311526,Infosys,Master,17,15.3,2003,3800000,0.46127613437087783,F,Employee referral,1979-08-23,Pune,5,2020-06-27,3,2020-07-02,2020-07-08,Technical,Online,20,40
75,C76,2019-12-17,2020-02-14,2020-02-24,2020-03-02,2020-03-17,B2,1394987.325,0.3283990004063795,52506.3375,Finance,NCR,Yes,Joined,0,1050126.75,933446,Bajaj Finance,Bachelors,7,6.3,2013,1500000,0.4283990004063795,M,Direct,1991-08-23,Mysore,2,2020-01-31,4,2020-02-05,2020-02-14,General,FaceToFace,45,15
76,C77,2019-09-01,2020-04-21,2020-05-01,2020-05-08,2020-06-22,B3,1746191.9125,0.13530565322190882,76904.04375,IT,NCR,Yes,Offer Rejected,45,1538080.875,1367183,Oracle,Bachelors,10,9.0,2010,1900000,0.23530565322190877,M,Direct,1988-04-28,Delhi,3,2020-04-13,2,2020-04-18,2020-04-21,Technical,Written,20,25
77,C78,2019-12-23,2020-06-30,2020-07-10,2020-07-17,2020-08-31,C6,3808977.9124999996,0.3088277749708601,145511.04375,IT,Hyderabad,Yes,Joined,45,2910220.875,2586863,HCL,Master,18,16.2,2002,4100000,0.40882777497086026,F,Direct,1978-09-07,Kolkata,5,2020-06-19,3,2020-06-24,2020-06-30,Technical,Written,20,30
78,C79,2019-07-10,2020-07-01,2020-07-11,2020-07-18,2020-09-16,B3,2115246.0875,0.14489921153902488,92376.95625,IT,Chennai,Yes,Offer Rejected,60,1847539.125,1642257,IBM,Diploma,12,10.8,2008,2300000,0.2448992115390249,F,Direct,1987-04-24,Bangaluru,4,2020-06-20,3,2020-06-25,2020-07-01,Technical,FaceToFace,45,20
79,C80,2019-08-20,2020-06-13,2020-06-23,2020-06-30,2020-08-29,B2,1396599.1124999998,0.3506645312884764,51700.443750000006,IT,NCR,Yes,Offer Rejected,60,1034008.875,919119,Oracle,Master,7,6.3,2013,1500000,0.4506645312884766,F,Agency,1989-12-27,Gurugram,2,2020-06-08,1,2020-06-13,2020-06-13,Managerial,Online,20,20
80,C81,2019-12-08,2020-03-16,2020-03-26,2020-04-02,2020-05-02,B1,831211.6499999999,0.20836108149126983,34394.175,IT,NCR,Yes,Offer Rejected,30,687883.5,611452,TCS,Master,6,5.4,2014,900000,0.30836108149126995,M,Employee referral,1990-07-08,Gurugram,1,2020-03-02,4,2020-03-07,2020-03-16,General,Written,20,25
81,C82,2019-12-29,2020-02-07,2020-02-17,2020-02-24,2020-04-09,C6,3688440.3624999993,0.183863350239005,155779.81875,IT,Mumbai,No,Offer Rejected,45,3115596.375,2769419,TCS,Bachelors,20,18.0,2000,4000000,0.2838633502390052,M,Direct,1978-07-09,Mumbai,6,2020-01-30,2,2020-02-04,2020-02-07,Technical,Online,30,15
82,C83,2019-07-07,2020-06-19,2020-06-29,2020-07-06,2020-08-20,B2,1301894.15,0.327030090458418,49052.925,IT,NCR,Yes,Joined,45,981058.5,872052,Infosys,Master,7,6.3,2013,1400000,0.4270300904584181,M,Direct,1989-10-29,Mysore,2,2020-06-05,4,2020-06-10,2020-06-19,Technical,Written,60,60
83,C84,2019-11-06,2020-02-25,2020-03-06,2020-03-13,2020-05-12,B5,3029291.3624999993,0.11902279531069612,135354.31875,IT,Pune,Yes,Joined,60,2707086.375,2406299,Cognizant,Bachelors,17,15.3,2003,3300000,0.21902279531069635,F,Agency,1981-07-31,Gurugram,5,2020-02-14,3,2020-02-19,2020-02-25,General,FaceToFace,60,45
84,C85,2019-07-27,2020-02-28,2020-03-09,2020-03-16,2020-03-31,C6,3607477.275,0.23322975163724458,146261.36250000002,IT,Pune,Yes,Offer Rejected,0,2925227.25,2600202,Oracle,Diploma,19,17.1,2001,3900000,0.3332297516372446,F,Employee referral,1980-05-19,Noida,6,2020-02-23,1,2020-02-28,2020-02-28,Managerial,Online,15,15
85,C86,2019-09-25,2020-06-19,2020-06-29,2020-07-06,2020-08-05,B5,3357373.6125,0.383762766735337,121313.19375,IT,NCR,Yes,Offer Rejected,30,2426263.875,2156679,TCS,Diploma,16,14.4,2004,3600000,0.4837627667353371,M,Employee referral,1983-11-30,Gurugram,5,2020-06-08,3,2020-06-13,2020-06-19,General,FaceToFace,40,60
86,C87,2019-09-23,2020-06-13,2020-06-23,2020-06-30,2020-07-15,B3,1859413.25,0.32260917191698363,70293.375,IT,Chennai,Yes,Joined,15,1405867.5,1249660,TCS,Diploma,10,9.0,2010,2000000,0.42260917191698366,M,Employee referral,1989-04-13,Mysore,3,2020-05-30,4,2020-06-04,2020-06-13,General,Written,20,40
87,C88,2019-07-04,2020-03-15,2020-03-25,2020-04-01,2020-05-16,B5,3230298.9124999996,0.1977329948660291,134850.54375,Finance,Chennai,Yes,Offer Rejected,45,2697010.875,2397343,HSBC,Master,17,15.3,2003,3500000,0.2977329948660292,M,Employee referral,1979-01-01,Noida,5,2020-03-04,3,2020-03-09,2020-03-15,Technical,Written,20,45
88,C89,2019-09-21,2020-03-10,2020-03-20,2020-03-27,2020-04-11,B5,3537592.1750000003,0.3481275472635011,131203.9125,IT,NCR,Yes,Joined,15,2624078.25,2332514,Oracle,Diploma,17,15.3,2003,3800000,0.448127547263501,F,Direct,1982-07-21,Mysore,5,2020-03-05,1,2020-03-10,2020-03-10,Technical,FaceToFace,25,25
89,C90,2019-12-15,2020-05-23,2020-06-02,2020-06-09,2020-07-24,B5,3628459.875,0.33625182466127246,135770.0625,IT,NCR,Yes,Offer Rejected,45,2715401.25,2413690,CSE,Diploma,17,15.3,2003,3900000,0.43625182466127244,F,Direct,1982-04-02,Delhi,5,2020-05-18,1,2020-05-23,2020-05-23,Technical,Written,20,20
90,C91,2019-09-16,2020-07-07,2020-07-17,2020-07-24,2020-08-08,C6,3621345.1499999994,0.2995808793566663,139327.42500000002,IT,Chennai,Yes,Offer Rejected,15,2786548.5,2476932,Oracle,Bachelors,18,16.2,2002,3900000,0.3995808793566665,F,Direct,1980-03-25,Mumbai,5,2020-06-26,3,2020-07-01,2020-07-07,General,Written,20,60
91,C92,2019-10-14,2020-06-30,2020-07-10,2020-07-17,2020-08-16,C6,3499542.5374999996,0.16473809915771342,150228.73125,IT,Mumbai,Yes,Joined,30,3004574.625,2670733,HCL,Bachelors,19,17.1,2001,3800000,0.26473809915771357,F,Employee referral,1979-05-15,Gurugram,6,2020-06-19,3,2020-06-24,2020-06-30,Managerial,Online,60,40
92,C93,2019-10-23,2020-06-02,2020-06-12,2020-06-19,2020-07-04,B4,2495258.55,0.21873638679417373,102370.725,IT,Pune,Yes,Offer Rejected,15,2047414.5,1819924,CSE,Diploma,14,12.6,2006,2700000,0.3187363867941738,M,Employee referral,1985-11-04,Mysore,4,2020-05-19,4,2020-05-24,2020-06-02,Managerial,FaceToFace,30,30
93,C94,2019-10-03,2020-03-22,2020-04-01,2020-04-08,2020-04-23,B0,555171.9,0.23844619780896362,22414.050000000003,Manufacturing,Hyderabad,Yes,Joined,0,448281.0,398472,L & T,Diploma,3,2.7,2017,600000,0.33844619780896357,F,Agency,1996-08-04,Bangaluru,1,2020-03-08,4,2020-03-13,2020-03-22,General,Written,30,15
94,C95,2019-10-08,2020-04-11,2020-04-21,2020-04-28,2020-05-28,B3,1665312.9749999999,0.2364316273226763,67343.5125,IT,Mumbai,Yes,Offer Rejected,30,1346870.25,1197218,Tech Mahindra,Master,10,9.0,2010,1800000,0.3364316273226764,M,Agency,1986-05-23,Gurugram,3,2020-04-03,2,2020-04-08,2020-04-11,General,FaceToFace,45,60
95,C96,2019-12-07,2020-01-08,2020-01-18,2020-01-25,2020-02-09,B2,1393117.4625,0.303409794607468,53441.26875,Finance,Hyderabad,Yes,Offer Rejected,15,1068825.375,950067,Bajaj Finance,Bachelors,8,7.2,2012,1500000,0.403409794607468,M,Direct,1990-09-19,Mysore,2,2020-01-03,1,2020-01-08,2020-01-08,Managerial,Written,60,60
96,C97,2019-12-02,2020-03-05,2020-03-15,2020-03-22,2020-04-06,B1,836839.5749999998,0.32494291322453867,31580.2125,IT,NCR,Yes,Offer Rejected,0,631604.25,561426,TCS,Bachelors,5,4.5,2015,900000,0.4249429132245389,M,Agency,1993-10-22,Noida,1,2020-02-29,1,2020-03-05,2020-03-05,Technical,FaceToFace,60,60
97,C98,2019-12-25,2020-07-01,2020-07-11,2020-07-18,2020-09-01,B5,3031554.1875,0.12929837097011898,134222.90625,Manufacturing,NCR,Yes,Offer Rejected,45,2684458.125,2386185,Mahindra,Diploma,17,15.3,2003,3300000,0.22929837097011896,M,Employee referral,1982-02-13,Hyderabad,5,2020-06-26,1,2020-07-01,2020-07-01,Technical,Written,40,40
98,C99,2019-11-13,2020-01-19,2020-01-29,2020-02-05,2020-03-21,B1,838534.05,0.364225314991471,30732.975000000002,Manufacturing,Hyderabad,Yes,Joined,45,614659.5,546364,Mahindra,Diploma,5,4.5,2015,900000,0.4642253149914709,M,Employee referral,1994-11-02,Bangaluru,1,2020-01-05,4,2020-01-10,2020-01-19,Technical,Online,45,45
99,C100,2019-08-28,2020-03-23,2020-04-02,2020-04-09,2020-06-08,B1,836749.6874999999,0.3229178709591354,31625.15625,Finance,NCR,Yes,Offer Rejected,60,632503.125,562225,Bajaj Finance,Diploma,5,4.5,2015,900000,0.4229178709591356,F,Direct,1994-04-04,Bangaluru,1,2020-03-18,1,2020-03-23,2020-03-23,Technical,FaceToFace,25,25
100,C101,2019-09-29,2020-04-19,2020-04-29,2020-05-06,2020-05-21,C6,3614025.5624999995,0.26375825549092985,142987.21875,IT,NCR,Yes,Joined,15,2859744.375,2541995,Cognizant,Diploma,18,16.2,2002,3900000,0.36375825549093005,F,Direct,1981-06-08,Delhi,6,2020-04-08,3,2020-04-13,2020-04-19,Technical,FaceToFace,30,25
101,C102,2019-10-14,2020-05-27,2020-06-06,2020-06-13,2020-06-28,C6,3691296.0624999995,0.19573987050294736,154351.96875,IT,Pune,Yes,Joined,0,3087039.375,2744035,TCS,Master,19,17.1,2001,4000000,0.2957398705029475,F,Employee referral,1977-11-11,Delhi,6,2020-05-22,1,2020-05-27,2020-05-27,Managerial,Written,40,40
102,C103,2019-09-06,2020-06-09,2020-06-19,2020-06-26,2020-07-26,B1,1015284.1249999999,0.1984579336517505,42357.9375,IT,Chennai,Yes,Offer Rejected,30,847158.75,753030,Oracle,Diploma,6,5.4,2014,1100000,0.2984579336517506,M,Employee referral,1993-08-29,Kolkata,1,2020-05-29,3,2020-06-03,2020-06-09,Technical,Written,60,30
103,C104,2019-12-01,2020-05-06,2020-05-16,2020-05-23,2020-06-07,B1,837815.0625,0.3472958182196452,31092.46875,Finance,Mumbai,Yes,Offer Rejected,0,621849.375,552755,Bank Of America,Master,5,4.5,2015,900000,0.44729581821964526,F,Direct,1991-02-06,Noida,1,2020-04-28,2,2020-05-03,2020-05-06,Technical,FaceToFace,30,25
104,C105,2019-08-12,2020-01-14,2020-01-24,2020-01-31,2020-02-15,B3,2326550.1999999997,0.34133922322193494,86724.90000000001,IT,Mumbai,Yes,Joined,15,1734498.0,1541776,IBM,Master,12,10.8,2008,2500000,0.4413392232219351,M,Employee referral,1984-01-19,Mysore,3,2020-01-09,1,2020-01-14,2020-01-14,Managerial,FaceToFace,45,45
105,C106,2019-10-26,2020-05-02,2020-05-12,2020-05-19,2020-06-18,C6,3789525.2,0.22055806139499895,155237.4,IT,Chennai,Yes,Joined,30,3104748.0,2759776,TCS,Master,19,17.1,2001,4100000,0.32055806139499887,M,Agency,1977-08-04,Kolkata,6,2020-04-18,4,2020-04-23,2020-05-02,Technical,Written,25,25
106,C107,2019-09-27,2020-05-03,2020-05-13,2020-05-20,2020-07-19,B2,1400698.0499999998,0.410544354869164,49650.975000000006,Finance,Mumbai,Yes,Offer Rejected,60,993019.5,882684,Bajaj Finance,Diploma,7,6.3,2013,1500000,0.5105443548691642,M,Employee referral,1992-04-28,Chennai,2,2020-04-25,2,2020-04-30,2020-05-03,Managerial,Online,40,15
107,C108,2019-11-23,2020-03-13,2020-03-23,2020-03-30,2020-04-29,B3,1754365.0374999996,0.20463177755135525,72817.48125,IT,NCR,Yes,Offer Rejected,30,1456349.625,1294533,Oracle,Master,10,9.0,2010,1900000,0.3046317775513555,F,Direct,1986-11-08,Delhi,3,2020-03-05,2,2020-03-10,2020-03-13,Technical,Written,40,40
108,C109,2019-10-06,2020-06-09,2020-06-19,2020-06-26,2020-07-11,B2,1490124.9625,0.3561997305347904,54937.51875,IT,Chennai,Yes,Joined,15,1098750.375,976667,Cognizant,Master,8,7.2,2012,1600000,0.4561997305347905,F,Direct,1988-04-22,Gurugram,2,2020-05-26,4,2020-05-31,2020-06-09,Managerial,FaceToFace,25,45
109,C110,2019-08-22,2020-03-30,2020-04-09,2020-04-16,2020-05-01,B3,2124929.8625,0.21375917837500974,87535.06875,Finance,Mumbai,Yes,Joined,0,1750701.375,1556179,HSBC,Bachelors,12,10.8,2008,2300000,0.31375917837500983,M,Employee referral,1986-08-17,Chennai,3,2020-03-16,4,2020-03-21,2020-03-30,Technical,Online,60,25
110,C111,2019-07-31,2020-03-13,2020-03-23,2020-03-30,2020-05-14,B4,2590934.95,0.23929607076840448,104532.52500000001,IT,Mumbai,Yes,Offer Rejected,45,2090650.5,1858356,CSE,Diploma,15,13.5,2005,2800000,0.3392960707684044,M,Employee referral,1984-02-06,Pune,4,2020-03-02,3,2020-03-07,2020-03-13,Managerial,Written,25,40
111,C112,2019-09-27,2020-04-12,2020-04-22,2020-04-29,2020-05-14,C6,3583325.6624999996,0.1315491147115764,158337.16875,Finance,Hyderabad,Yes,Joined,0,3166743.375,2814883,Bajaj Finance,Bachelors,20,18.0,2000,3900000,0.23154911471157652,F,Employee referral,1978-02-20,Pune,6,2020-04-07,1,2020-04-12,2020-04-12,Technical,FaceToFace,45,45
112,C113,2019-07-04,2020-06-26,2020-07-06,2020-07-13,2020-08-27,B3,1664332.0875,0.22676914299834894,67833.95625,IT,Mumbai,Yes,Offer Rejected,45,1356679.125,1205937,Infosys,Bachelors,10,9.0,2010,1800000,0.326769142998349,F,Agency,1988-07-20,Bangaluru,3,2020-06-21,1,2020-06-26,2020-06-26,Technical,Written,45,45
113,C114,2019-07-30,2020-05-18,2020-05-28,2020-06-04,2020-08-03,B5,3164421.7375,0.3432571001749365,117789.13125,IT,Pune,Yes,Offer Rejected,60,2355782.625,2094029,TCS,Master,16,14.4,2004,3400000,0.4432571001749366,F,Agency,1980-03-07,Mumbai,4,2020-05-13,1,2020-05-18,2020-05-18,General,Written,25,25
114,C115,2019-12-01,2020-06-22,2020-07-02,2020-07-09,2020-07-24,C6,3706738.7125,0.26397136972946006,146630.64375000002,IT,Chennai,Yes,Offer Rejected,0,2932612.875,2606767,Accenture,Master,19,17.1,2001,4000000,0.3639713697294601,M,Agency,1977-04-22,Mysore,6,2020-06-17,1,2020-06-22,2020-06-22,Managerial,Written,20,20
115,C116,2019-11-21,2020-04-09,2020-04-19,2020-04-26,2020-05-11,C6,3317837.7375,0.17586161526472727,141081.13125,Manufacturing,Pune,Yes,Joined,15,2821622.625,2508109,L & T,Diploma,18,16.2,2002,3600000,0.27586161526472736,M,Direct,1981-05-29,Kolkata,6,2020-04-04,1,2020-04-09,2020-04-09,Managerial,Online,40,40
116,C117,2019-07-15,2020-02-10,2020-02-20,2020-02-27,2020-03-13,C6,3813036.8,0.32875462777108694,143481.6,IT,Chennai,Yes,Offer Rejected,0,2869632.0,2550784,IBM,Diploma,18,16.2,2002,4100000,0.428754627771087,F,Agency,1981-05-26,Kolkata,6,2020-01-27,4,2020-02-01,2020-02-10,General,Written,15,60
117,C118,2019-10-21,2020-03-27,2020-04-06,2020-04-13,2020-05-13,B2,1392966.7125,0.3014331756370652,53516.64375,Finance,Hyderabad,Yes,Joined,30,1070332.875,951407,JP Morgun,Diploma,8,7.2,2012,1500000,0.40143317563706526,F,Direct,1991-09-28,Pune,2,2020-03-13,4,2020-03-18,2020-03-27,Technical,Written,25,25
118,C119,2019-08-09,2020-01-21,2020-01-31,2020-02-07,2020-03-08,B3,2416639.5124999997,0.31797179722267027,91680.24375000001,IT,Hyderabad,Yes,Offer Rejected,30,1833604.875,1629871,CSE,Master,12,10.8,2008,2600000,0.41797179722267047,M,Employee referral,1984-06-20,Mysore,4,2020-01-07,4,2020-01-12,2020-01-21,General,Written,60,40
119,C120,2019-12-25,2020-03-22,2020-04-01,2020-04-08,2020-05-08,B1,931408.8624999999,0.35791429687253684,34295.56875,IT,Pune,Yes,Joined,30,685911.375,609699,Cognizant,Master,5,4.5,2015,1000000,0.45791429687253693,F,Direct,1991-08-10,Hyderabad,1,2020-03-14,2,2020-03-19,2020-03-22,Managerial,Online,20,15
120,C121,2019-09-07,2020-03-18,2020-03-28,2020-04-04,2020-05-19,B1,1019232.5374999999,0.2619345785439277,40383.731250000004,IT,NCR,Yes,Joined,45,807674.625,717933,Infosys,Diploma,6,5.4,2014,1100000,0.3619345785439279,F,Agency,1993-04-09,Pune,2,2020-03-13,1,2020-03-18,2020-03-18,Technical,FaceToFace,60,60
121,C122,2019-09-27,2020-05-16,2020-05-26,2020-06-02,2020-07-17,B5,3068440.0124999997,0.32511667737933336,115779.99375000001,Finance,Pune,No,Joined,45,2315599.875,2058311,Bank Of America,Diploma,16,14.4,2004,3300000,0.4251166773793335,M,Employee referral,1983-08-29,Pune,5,2020-05-11,1,2020-05-16,2020-05-16,Managerial,Online,20,20
122,C123,2019-10-18,2020-03-03,2020-03-13,2020-03-20,2020-04-19,C6,3605874.8249999997,0.2259660618986456,147062.5875,Finance,Mumbai,Yes,Joined,30,2941251.75,2614446,Bank Of America,Master,19,17.1,2001,3900000,0.3259660618986457,M,Employee referral,1977-03-08,Delhi,6,2020-02-27,1,2020-03-03,2020-03-03,General,Written,25,25
123,C124,2019-12-10,2020-03-08,2020-03-18,2020-03-25,2020-05-09,C6,3317689.1249999995,0.17518998338268035,141155.4375,Finance,NCR,Yes,Joined,45,2823108.75,2509430,HSBC,Bachelors,18,16.2,2002,3600000,0.2751899833826805,F,Direct,1980-11-06,Mumbai,6,2020-02-26,3,2020-03-02,2020-03-08,General,Online,25,40
124,C125,2019-09-25,2020-02-01,2020-02-11,2020-02-18,2020-03-04,B5,2949109.5875,0.1754572676227713,125445.20625,IT,Hyderabad,Yes,Joined,15,2508904.125,2230137,CSE,Bachelors,16,14.4,2004,3200000,0.27545726762277134,M,Direct,1982-01-24,Noida,5,2020-01-18,4,2020-01-23,2020-02-01,General,Written,40,30
125,C126,2019-10-17,2020-01-16,2020-01-26,2020-02-02,2020-03-18,B3,2217934.725,0.2182085381190895,91032.63750000001,Finance,NCR,Yes,Joined,45,1820652.75,1618358,JP Morgun,Bachelors,12,10.8,2008,2400000,0.31820853811908945,M,Employee referral,1986-08-16,Chennai,4,2020-01-08,2,2020-01-13,2020-01-16,Managerial,Written,40,20
126,C127,2019-12-15,2020-02-02,2020-02-12,2020-02-19,2020-04-04,B3,1835722.6624999999,0.11745338123708017,82138.66875000001,Manufacturing,Hyderabad,Yes,Offer Rejected,45,1642773.375,1460243,Mahindra,Bachelors,11,9.9,2009,2000000,0.21745338123708025,F,Employee referral,1987-09-15,Kolkata,3,2020-01-25,2,2020-01-30,2020-02-02,Managerial,Written,30,20
127,C128,2019-12-07,2020-04-08,2020-04-18,2020-04-25,2020-06-24,B2,1401139.3875,0.41728778738853145,49430.30625,IT,Chennai,Yes,Joined,60,988606.125,878761,HCL,Diploma,7,6.3,2013,1500000,0.5172877873885315,M,Agency,1992-07-30,Gurugram,2,2020-04-03,1,2020-04-08,2020-04-08,Technical,Online,20,20
128,C129,2019-07-12,2020-06-13,2020-06-23,2020-06-30,2020-07-15,B0,745000.1,0.3545480991783621,27499.95,Finance,Pune,No,Joined,0,549999.0,488888,Bank Of America,Bachelors,4,3.6,2016,800000,0.45454809917836214,F,Direct,1994-12-17,Pune,1,2020-06-02,3,2020-06-07,2020-06-13,Technical,Online,20,60
129,C130,2019-11-22,2020-02-11,2020-02-21,2020-02-28,2020-04-28,B4,2789595.8625,0.32582747451912625,105202.06875,IT,Chennai,Yes,Offer Rejected,60,2104041.375,1870259,TCS,Bachelors,15,13.5,2005,3000000,0.42582747451912634,M,Agency,1983-04-17,Pune,4,2020-01-28,4,2020-02-02,2020-02-11,Managerial,Written,45,20
130,C131,2019-12-28,2020-06-16,2020-06-26,2020-07-03,2020-08-02,B0,557030.9624999999,0.2963542934839997,21484.518750000003,IT,Chennai,Yes,Offer Rejected,30,429690.375,381947,Infosys,Diploma,3,2.7,2017,600000,0.396354293484,M,Employee referral,1996-11-03,Mumbai,1,2020-06-08,2,2020-06-13,2020-06-16,Technical,FaceToFace,45,30
131,C132,2019-07-27,2020-06-22,2020-07-02,2020-07-09,2020-09-07,B3,1946962.3125,0.2722110117483316,76518.84375,IT,Chennai,Yes,Joined,60,1530376.875,1360335,CSE,Bachelors,10,9.0,2010,2100000,0.3722110117483316,F,Agency,1988-08-13,Hyderabad,3,2020-06-11,3,2020-06-16,2020-06-22,General,Written,20,15
132,C133,2019-11-20,2020-06-20,2020-06-30,2020-07-07,2020-08-21,B0,656023.8624999999,0.49177235608743475,21988.068750000002,IT,Mumbai,Yes,Joined,45,439761.375,390899,Cognizant,Diploma,3,2.7,2017,700000,0.591772356087435,M,Employee referral,1996-04-16,Bangaluru,1,2020-06-09,3,2020-06-14,2020-06-20,Managerial,Written,60,25
133,C134,2019-08-02,2020-05-02,2020-05-12,2020-05-19,2020-07-03,B5,3064537.725,0.30149839289542246,117731.13750000001,IT,Hyderabad,Yes,Offer Rejected,45,2354622.75,2092998,Tech Mahindra,Bachelors,16,14.4,2004,3300000,0.40149839289542244,M,Agency,1982-03-29,Mysore,5,2020-04-18,4,2020-04-23,2020-05-02,Managerial,FaceToFace,40,15
134,C135,2019-12-26,2020-01-10,2020-01-20,2020-01-27,2020-03-12,C6,4004978.0874999994,0.3575188546376193,147510.95625000002,Finance,Pune,No,Joined,45,2950219.125,2622417,Bajaj Finance,Master,19,17.1,2001,4300000,0.4575188546376195,M,Employee referral,1977-07-09,Pune,6,2020-01-05,1,2020-01-10,2020-01-10,Managerial,Online,45,45
135,C136,2019-11-25,2020-05-25,2020-06-04,2020-06-11,2020-06-26,C6,3713606.9499999997,0.2966819376378022,143196.525,Finance,Hyderabad,Yes,Joined,15,2863930.5,2545716,Bank Of America,Master,18,16.2,2002,4000000,0.3966819376378023,M,Employee referral,1978-04-25,Gurugram,6,2020-05-14,3,2020-05-19,2020-05-25,General,FaceToFace,15,40
136,C137,2019-11-13,2020-03-03,2020-03-13,2020-03-20,2020-04-19,B4,2304075.2874999996,0.17600034120249106,97962.35625000001,IT,Mumbai,Yes,Joined,30,1959247.125,1741553,CSE,Bachelors,13,11.700000000000001,2007,2500000,0.27600034120249123,F,Direct,1985-09-30,Pune,4,2020-02-27,1,2020-03-03,2020-03-03,Managerial,Online,25,25
137,C138,2019-08-01,2020-05-19,2020-05-29,2020-06-05,2020-06-20,B3,1753397.7625,0.19602387548825778,73301.11875000001,IT,Pune,Yes,Offer Rejected,0,1466022.375,1303131,Cognizant,Diploma,10,9.0,2010,1900000,0.2960238754882578,M,Employee referral,1989-08-25,Bangaluru,3,2020-05-14,1,2020-05-19,2020-05-19,Technical,Online,40,40
138,C139,2019-07-20,2020-04-05,2020-04-15,2020-04-22,2020-06-21,B1,1026400.9249999999,0.3945840012255588,36799.5375,IT,Pune,Yes,Joined,60,735990.75,654214,Oracle,Master,6,5.4,2014,1100000,0.4945840012255589,M,Agency,1990-04-10,Delhi,1,2020-03-22,4,2020-03-27,2020-04-05,Technical,Online,45,25
139,C140,2019-08-27,2020-03-29,2020-04-08,2020-04-15,2020-04-30,C6,4067880.3125,0.22482359992585504,166059.84375,IT,NCR,Yes,Joined,15,3321196.875,2952175,CSE,Master,20,18.0,2000,4400000,0.324823599925855,F,Direct,1976-01-15,Chennai,6,2020-03-21,2,2020-03-26,2020-03-29,Managerial,Online,15,40
140,C141,2019-07-06,2020-05-24,2020-06-03,2020-06-10,2020-06-25,B3,1861079.5999999999,0.33967336690651617,69460.2,IT,Hyderabad,Yes,Offer Rejected,15,1389204.0,1234848,Oracle,Diploma,10,9.0,2010,2000000,0.43967336690651626,M,Direct,1989-03-29,Pune,3,2020-05-19,1,2020-05-24,2020-05-24,Managerial,FaceToFace,30,30
141,C142,2019-11-21,2020-05-11,2020-05-21,2020-05-28,2020-07-12,B3,1947733.1625,0.2791578222014364,76133.41875,Finance,Chennai,No,Offer Rejected,45,1522668.375,1353483,Bank Of America,Master,10,9.0,2010,2100000,0.37915782220143635,M,Direct,1986-11-22,Chennai,3,2020-05-03,2,2020-05-08,2020-05-11,General,FaceToFace,15,45
142,C143,2019-10-30,2020-01-27,2020-02-06,2020-02-13,2020-03-29,C6,3615707.9999999995,0.2718289645857075,142146.0,IT,Mumbai,Yes,Offer Rejected,45,2842920.0,2527040,Accenture,Bachelors,18,16.2,2002,3900000,0.37182896458570763,F,Direct,1980-08-25,Noida,6,2020-01-22,1,2020-01-27,2020-01-27,General,FaceToFace,20,20
143,C144,2019-08-01,2020-04-21,2020-05-01,2020-05-08,2020-07-07,C6,3778662.5374999996,0.17591721428994592,160668.73125,Finance,NCR,Yes,Joined,60,3213374.625,2856333,HSBC,Bachelors,20,18.0,2000,4100000,0.27591721428994603,M,Direct,1978-12-03,Kolkata,6,2020-04-13,2,2020-04-18,2020-04-21,General,FaceToFace,40,40
144,C145,2019-09-21,2020-05-17,2020-05-27,2020-06-03,2020-07-03,C6,3489739.1749999993,0.12477596067760065,155130.4125,IT,Hyderabad,Yes,Joined,30,3102608.25,2757874,IBM,Diploma,19,17.1,2001,3800000,0.22477596067760086,F,Employee referral,1980-09-18,Chennai,6,2020-05-09,2,2020-05-14,2020-05-17,Technical,Online,45,45
145,C146,2019-12-15,2020-06-04,2020-06-14,2020-06-21,2020-07-06,B2,1580506.6624999999,0.3226734607693085,59746.668750000004,Finance,Mumbai,Yes,Joined,0,1194933.375,1062163,JP Morgun,Bachelors,9,8.1,2011,1700000,0.42267346076930856,M,Direct,1989-06-07,Pune,3,2020-05-21,4,2020-05-26,2020-06-04,Technical,Online,40,25
